Unnamed: 0,Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude,Status
30433936,516694,1,598220,1736501074,1.0,5,3,20.9029,154.839,-24.2846,-110.75399999999999,supplementary
41290592,534237,1,494508,1754184037,1.0,3,2,-25.6962,-110.963,-22.5174,90.2463,supplementary
50875826,546999,1,536715,1737858873,1.0,3,5,-23.788,-110.90700000000001,20.9961,155.52700000000002,supplementary
53711119,551810,0,497185,1755216012,1.0,-1,-1,,,,,supplementary
60869446,559042,1,494556,1754355612,1.0,3,2,-24.3194,-111.447,-20.516,88.0396,supplementary
60869731,559042,1,494508,1745233256,1.0,3,2,-24.3194,-111.447,-22.5174,90.2463,supplementary
60869984,559042,1,479204,1743296077,1.0,3,0,-24.3194,-111.447,39.3313,-40.6437,supplementary
62212111,561312,0,581406,1766548838,1.0,-1,-1,,,,,supplementary
65334779,566386,0,546999,1736934875,1.0,-1,-1,,,,,supplementary
65335307,566386,1,480375,1747383984,1.0,3,5,-24.5053,-111.53200000000001,22.7442,157.989,supplementary
65335493,566386,1,559042,1747353643,1.0,3,3,-24.5053,-111.53200000000001,-24.3194,-111.447,supplementary
66412947,568093,0,652002,1738721089,1.0,-1,-1,,,,,supplementary
66413516,568093,0,561312,1753747508,1.0,-1,-1,,,,,supplementary
66413977,568093,1,463884,1764378767,1.0,0,5,28.3004,-47.4036,23.1851,160.474,supplementary
66415361,568093,1,568093,1762136848,1.0,0,0,28.3004,-47.4036,28.3004,-47.4036,supplementary
66415612,568093,1,645393,1747716427,1.0,0,3,28.3004,-47.4036,-25.0584,-110.84,supplementary
66417006,568093,1,508913,1738463528,1.0,0,4,28.3004,-47.4036,-0.809385,-167.229,supplementary
66417603,568093,0,612378,1759539977,1.0,-1,-1,,,,,supplementary
66417674,568093,0,534237,1756858493,1.0,-1,-1,,,,,supplementary
66417761,568093,1,645393,1757727548,1.0,0,3,28.3004,-47.4036,-25.0584,-110.84,supplementary
66417771,568093,0,561312,1745779283,1.0,-1,-1,,,,,supplementary
82605156,593266,1,561312,1748269657,1.0,5,3,23.715999999999998,158.593,-24.7653,-110.96600000000001,supplementary
83494448,594766,1,559042,1736324047,1.0,3,3,-25.679000000000002,-110.916,-24.3194,-111.447,supplementary
83495430,594766,1,463038,1750316440,1.0,3,0,-25.679000000000002,-110.916,37.5707,-34.4944,supplementary
84013505,595539,0,460534,1742748210,1.0,-1,-1,,,,,supplementary
84013558,595539,1,561312,1764656431,1.0,4,3,2.52966,-167.774,-24.7653,-110.96600000000001,supplementary
86173076,597992,1,652002,1755228553,1.0,4,4,2.44089,-160.922,-0.780787,-169.236,supplementary
87106501,599441,1,494508,1756907600,1.0,4,2,2.74785,-162.275,-22.5174,90.2463,supplementary
87107144,599441,1,545850,1748082556,1.0,4,5,2.74785,-162.275,19.588,153.83100000000002,supplementary
87107707,599441,0,460534,1743322828,1.0,-1,-1,,,,,supplementary
87108953,599441,0,463038,1753958783,1.0,-1,-1,,,,,supplementary
87109392,599441,0,629627,1738843253,1.0,-1,-1,,,,,supplementary
105975119,629627,0,599441,1740509251,1.0,-1,-1,,,,,supplementary
105975135,629627,0,599441,1739270612,1.0,-1,-1,,,,,supplementary
105975203,629627,1,459811,1758241271,1.0,4,4,-1.16067,-162.983,1.04722,-164.483,supplementary
105975746,629627,0,599441,1745379406,1.0,-1,-1,,,,,supplementary
110533004,636990,0,568093,1741143722,1.0,-1,-1,,,,,supplementary
111565702,638752,0,645393,1742951720,1.0,-1,-1,,,,,supplementary
116491087,645393,0,600329,1757588408,1.0,-1,-1,,,,,supplementary
116491701,645393,0,494556,1744851655,1.0,-1,-1,,,,,supplementary
116492325,645393,1,566386,1746082610,1.0,3,3,-25.0584,-110.84,-24.5053,-111.53200000000001,supplementary
116492381,645393,1,460534,1742319612,1.0,3,4,-25.0584,-110.84,4.98674,-156.624,supplementary
122645934,655636,1,494508,1757489287,1.0,0,2,36.4502,-37.8151,-22.5174,90.2463,supplementary
122646314,655636,1,480375,1764345274,1.0,0,5,36.4502,-37.8151,22.7442,157.989,supplementary
122646764,655636,0,480375,1744335366,1.0,-1,-1,,,,,supplementary
